,1-Month Treasury Yield,3-Month Treasury Yield,2-Year Treasury Yield,5-Year Treasury Yield,10-Year Treasury Yield,20-Year Treasury Yield,30-Year Treasury Yield,15-Year Mortgage Rate,30-Year Mortgage Rate
2013-11-27,0.06,0.07,0.28,1.36,2.74,3.52,3.81,3.3,4.29
2013-12-05,0.02,0.06,0.3,1.49,2.88,3.65,3.92,3.47,4.46
2013-12-12,0.01,0.07,0.34,1.55,2.89,3.63,3.91,3.43,4.42
2013-12-19,0.01,0.06,0.35,1.63,2.94,3.64,3.91,3.51,4.47
2013-12-26,0.0,0.07,0.42,1.74,3.0,3.68,3.92,3.52,4.48
2014-01-02,0.01,0.07,0.39,1.72,3.0,3.68,3.92,3.55,4.53
2014-01-09,0.01,0.04,0.44,1.75,2.97,3.62,3.88,3.56,4.51
2014-01-16,0.01,0.04,0.41,1.66,2.86,3.52,3.77,3.45,4.41
2014-01-23,0.01,0.04,0.39,1.62,2.79,3.44,3.68,3.44,4.39
2014-01-30,0.04,0.02,0.36,1.55,2.72,3.4,3.65,3.4,4.32
2014-02-06,0.07,0.07,0.33,1.52,2.73,3.42,3.67,3.33,4.23
2014-02-13,0.01,0.03,0.32,1.51,2.73,3.4,3.7,3.33,4.28
2014-02-20,0.02,0.05,0.34,1.57,2.76,3.44,3.73,3.35,4.33
2014-02-27,0.04,0.04,0.33,1.49,2.65,3.31,3.6,3.39,4.37
2014-03-06,0.06,0.05,0.37,1.57,2.74,3.4,3.68,3.32,4.28
2014-03-13,0.06,0.05,0.34,1.53,2.66,3.31,3.6,3.38,4.37
2014-03-20,0.06,0.06,0.45,1.73,2.79,3.4,3.67,3.32,4.32
2014-03-27,0.02,0.04,0.45,1.7,2.69,3.25,3.52,3.42,4.4
2014-04-03,0.03,0.02,0.46,1.79,2.8,3.38,3.62,3.47,4.41
2014-04-10,0.03,0.04,0.37,1.59,2.65,3.24,3.52,3.38,4.34
2014-04-17,0.02,0.03,0.43,1.75,2.73,3.27,3.52,3.33,4.27
2014-04-24,0.0,0.01,0.43,1.74,2.7,3.22,3.46,3.39,4.33
2014-05-01,0.02,0.03,0.41,1.66,2.63,3.16,3.41,3.38,4.29
2014-05-08,0.02,0.03,0.4,1.63,2.61,3.17,3.45,3.32,4.21
2014-05-15,0.01,0.03,0.38,1.55,2.5,3.05,3.33,3.29,4.2
2014-05-22,0.03,0.03,0.37,1.57,2.56,3.15,3.43,3.25,4.14
2014-05-29,0.05,0.04,0.37,1.52,2.45,3.03,3.31,3.21,4.12
2014-06-05,0.03,0.04,0.4,1.63,2.59,3.17,3.44,3.23,4.14
2014-06-12,0.02,0.04,0.42,1.66,2.58,3.14,3.41,3.31,4.2
2014-06-19,0.01,0.02,0.48,1.71,2.64,3.2,3.47,3.3,4.17
2014-06-26,0.01,0.04,0.46,1.64,2.53,3.08,3.35,3.22,4.14
2014-07-03,0.01,0.01,0.52,1.74,2.65,3.21,3.47,3.22,4.12
2014-07-10,0.02,0.02,0.46,1.66,2.55,3.1,3.38,3.24,4.15
2014-07-17,0.02,0.02,0.47,1.65,2.47,3.01,3.27,3.23,4.13
2014-07-24,0.04,0.03,0.53,1.72,2.52,3.04,3.3,3.26,4.13
2014-07-31,0.01,0.03,0.53,1.76,2.58,3.07,3.32,3.23,4.12
2014-08-07,0.03,0.03,0.44,1.6,2.43,2.97,3.23,3.27,4.14
2014-08-14,0.04,0.04,0.42,1.58,2.4,2.93,3.2,3.24,4.12
2014-08-21,0.03,0.02,0.49,1.64,2.41,2.92,3.19,3.23,4.1
2014-08-28,0.02,0.03,0.5,1.63,2.34,2.82,3.08,3.25,4.1
2014-09-04,0.02,0.03,0.54,1.71,2.45,2.95,3.21,3.24,4.1
2014-09-11,0.01,0.02,0.58,1.79,2.54,3.02,3.27,3.26,4.12
2014-09-18,0.01,0.02,0.59,1.85,2.63,3.12,3.36,3.37,4.23
2014-09-25,0.0,0.01,0.56,1.75,2.52,2.98,3.22,3.36,4.2
2014-10-02,0.01,0.01,0.53,1.7,2.44,2.9,3.15,3.36,4.19
2014-10-09,0.02,0.01,0.46,1.58,2.34,2.81,3.07,3.3,4.12
2014-10-16,0.04,0.03,0.35,1.39,2.17,2.66,2.94,3.18,3.97
2014-10-23,0.02,0.01,0.41,1.52,2.29,2.77,3.05,3.08,3.92
2014-10-30,0.01,0.01,0.48,1.58,2.32,2.77,3.04,3.13,3.98
2014-11-06,0.04,0.03,0.54,1.67,2.39,2.83,3.09,3.21,4.02
2014-11-13,0.05,0.02,0.53,1.64,2.35,2.8,3.08,3.2,4.01
2014-11-20,0.04,0.02,0.53,1.64,2.34,2.78,3.05,3.17,3.99
2014-11-26,0.06,0.02,0.53,1.56,2.24,2.67,2.95,3.17,3.97
2014-12-04,0.03,0.02,0.55,1.59,2.25,2.66,2.94,3.1,3.89
2014-12-11,0.02,0.03,0.62,1.62,2.19,2.54,2.84,3.2,3.93
2014-12-18,0.04,0.04,0.67,1.68,2.22,2.54,2.82,3.09,3.8
2014-12-24,0.01,0.01,0.73,1.76,2.27,2.56,2.83,3.1,3.83
2014-12-31,0.03,0.04,0.67,1.65,2.17,2.47,2.75,3.15,3.87
2015-01-08,0.01,0.03,0.62,1.5,2.03,2.33,2.59,3.05,3.73
2015-01-15,0.03,0.03,0.44,1.22,1.77,2.12,2.4,2.98,3.66
2015-01-22,0.02,0.03,0.53,1.39,1.9,2.21,2.46,2.93,3.63
2015-01-29,0.01,0.03,0.51,1.28,1.77,2.11,2.33,2.98,3.66
2015-02-05,0.02,0.02,0.52,1.3,1.83,2.2,2.42,2.92,3.59
2015-02-12,0.02,0.02,0.61,1.5,1.99,2.33,2.58,2.99,3.69
2015-02-19,0.02,0.02,0.67,1.58,2.11,2.5,2.73,3.05,3.76
2015-02-26,0.02,0.03,0.66,1.54,2.03,2.39,2.63,3.07,3.8
2015-03-05,0.02,0.02,0.65,1.57,2.11,2.49,2.71,3.03,3.75
2015-03-12,0.03,0.03,0.67,1.59,2.1,2.47,2.69,3.1,3.86
2015-03-19,0.02,0.03,0.63,1.48,1.98,2.33,2.54,3.06,3.78
2015-03-26,0.02,0.03,0.61,1.47,2.01,2.37,2.6,2.97,3.69
2015-04-02,0.02,0.02,0.55,1.35,1.92,2.29,2.53,2.98,3.7
2015-04-09,0.02,0.03,0.56,1.4,1.97,2.35,2.61,2.93,3.66
2015-04-16,0.03,0.02,0.5,1.31,1.9,2.31,2.56,2.94,3.67
2015-04-23,0.01,0.03,0.55,1.37,1.96,2.38,2.63,2.92,3.65
2015-04-30,0.0,0.01,0.58,1.43,2.05,2.49,2.75,2.94,3.68
2015-05-07,0.01,0.01,0.63,1.55,2.18,2.63,2.9,3.02,3.8
2015-05-14,0.0,0.01,0.56,1.51,2.23,2.76,3.03,3.07,3.85
2015-05-21,0.02,0.02,0.6,1.53,2.19,2.71,2.98,3.05,3.84
2015-05-28,0.01,0.01,0.62,1.51,2.13,2.64,2.89,3.11,3.87
2015-06-04,0.02,0.02,0.66,1.65,2.31,2.78,3.03,3.08,3.87
2015-06-11,0.01,0.01,0.73,1.74,2.39,2.84,3.11,3.25,4.04
2015-06-18,0.0,0.01,0.66,1.65,2.35,2.86,3.14,3.23,4.0
2015-06-25,0.0,0.01,0.68,1.7,2.4,2.88,3.16,3.21,4.02
2015-07-02,0.01,0.01,0.64,1.64,2.4,2.9,3.19,3.24,4.08
2015-07-09,0.02,0.03,0.6,1.58,2.32,2.8,3.11,3.2,4.04
2015-07-16,0.03,0.02,0.67,1.66,2.36,2.81,3.11,3.25,4.09
2015-07-23,0.04,0.03,0.71,1.65,2.28,2.67,2.98,3.21,4.04
2015-07-30,0.05,0.07,0.72,1.62,2.28,2.66,2.96,3.17,3.98
2015-08-06,0.04,0.04,0.71,1.62,2.23,2.59,2.9,3.13,3.91
2015-08-13,0.06,0.1,0.72,1.58,2.19,2.54,2.86,3.17,3.94
2015-08-20,0.01,0.02,0.69,1.5,2.09,2.45,2.76,3.15,3.93
2015-08-27,0.02,0.06,0.68,1.49,2.18,2.61,2.93,3.06,3.84
2015-09-03,0.02,0.02,0.71,1.49,2.18,2.64,2.95,3.09,3.89
2015-09-10,0.02,0.02,0.75,1.55,2.23,2.66,2.98,3.1,3.9
2015-09-17,0.0,0.01,0.7,1.5,2.21,2.69,3.02,3.11,3.91
2015-09-24,0.0,0.01,0.67,1.44,2.13,2.55,2.91,3.08,3.86
2015-10-01,0.0,0.0,0.64,1.37,2.05,2.49,2.85,3.07,3.85
2015-10-08,0.0,0.0,0.65,1.4,2.12,2.56,2.96,2.99,3.76
2015-10-15,0.0,0.01,0.61,1.34,2.04,2.46,2.87,3.03,3.82
2015-10-22,0.02,0.0,0.61,1.36,2.04,2.48,2.87,2.98,3.79
2015-10-29,0.02,0.07,0.75,1.53,2.19,2.6,2.96,2.98,3.76
2015-11-05,0.04,0.05,0.85,1.65,2.26,2.68,3.01,3.09,3.87
2015-11-12,0.08,0.14,0.89,1.73,2.32,2.75,3.09,3.2,3.98
2015-11-19,0.06,0.11,0.91,1.68,2.24,2.66,3.0,3.18,3.97
2015-11-25,0.14,0.19,0.93,1.66,2.23,2.64,3.0,3.18,3.95
2015-12-03,0.18,0.21,0.96,1.74,2.33,2.72,3.07,3.16,3.93
2015-12-10,0.19,0.24,0.95,1.68,2.24,2.6,2.98,3.19,3.95
2015-12-17,0.18,0.23,1.0,1.73,2.24,2.57,2.94,3.22,3.97
2015-12-24,0.15,0.2,1.03,1.73,2.25,2.61,2.96,3.22,3.96
2015-12-31,0.14,0.16,1.06,1.76,2.27,2.67,3.01,3.24,4.01
2016-01-07,0.2,0.2,0.96,1.61,2.16,2.56,2.92,3.26,3.97
2016-01-14,0.22,0.25,0.9,1.52,2.1,2.51,2.9,3.19,3.92
2016-01-21,0.27,0.28,0.84,1.44,2.02,2.42,2.79,3.1,3.81
2016-01-28,0.26,0.35,0.83,1.4,2.0,2.41,2.79,3.07,3.79
2016-02-04,0.24,0.29,0.7,1.25,1.87,2.29,2.7,3.01,3.72
2016-02-11,0.27,0.28,0.64,1.11,1.63,2.06,2.5,2.95,3.65
2016-02-18,0.28,0.3,0.71,1.21,1.75,2.17,2.62,2.95,3.65
2016-02-25,0.27,0.32,0.72,1.16,1.71,2.14,2.58,2.93,3.62
2016-03-03,0.25,0.28,0.85,1.33,1.83,2.23,2.65,2.94,3.64
2016-03-10,0.27,0.32,0.93,1.45,1.93,2.29,2.7,2.96,3.68
2016-03-17,0.29,0.29,0.87,1.39,1.91,2.28,2.69,2.99,3.73
2016-03-24,0.24,0.3,0.89,1.39,1.91,2.28,2.67,2.96,3.71
2016-03-31,0.18,0.21,0.73,1.21,1.78,2.2,2.61,2.98,3.71
2016-04-07,0.2,0.23,0.7,1.14,1.7,2.1,2.52,2.88,3.59
2016-04-14,0.21,0.22,0.77,1.26,1.8,2.18,2.61,2.86,3.58
2016-04-21,0.19,0.23,0.82,1.35,1.88,2.29,2.69,2.85,3.59
2016-04-28,0.17,0.22,0.78,1.28,1.84,2.27,2.68,2.89,3.66
2016-05-05,0.2,0.2,0.72,1.2,1.76,2.17,2.6,2.86,3.61
2016-05-12,0.25,0.27,0.76,1.24,1.75,2.18,2.6,2.81,3.57
2016-05-19,0.25,0.31,0.89,1.38,1.85,2.24,2.64,2.81,3.58
2016-05-26,0.17,0.31,0.87,1.35,1.83,2.24,2.64,2.89,3.64
2016-06-02,0.19,0.29,0.89,1.36,1.81,2.17,2.58,2.92,3.66
2016-06-09,0.21,0.26,0.77,1.22,1.68,2.05,2.48,2.87,3.6
2016-06-16,0.23,0.27,0.7,1.1,1.57,1.96,2.39,2.81,3.54
2016-06-23,0.27,0.31,0.78,1.25,1.74,2.12,2.55,2.83,3.56
2016-06-30,0.2,0.26,0.58,1.01,1.49,1.86,2.3,2.78,3.48
2016-07-07,0.27,0.29,0.58,0.97,1.4,1.72,2.14,2.74,3.41
2016-07-14,0.29,0.32,0.68,1.1,1.53,1.84,2.25,2.72,3.42
2016-07-21,0.28,0.32,0.7,1.11,1.57,1.9,2.29,2.75,3.45
2016-07-28,0.19,0.25,0.72,1.09,1.52,1.83,2.23,2.78,3.48
2016-08-04,0.24,0.26,0.64,1.03,1.51,1.84,2.25,2.74,3.43
2016-08-11,0.27,0.28,0.76,1.16,1.57,1.89,2.28,2.76,3.45
2016-08-18,0.27,0.3,0.71,1.12,1.53,1.89,2.26,2.74,3.43
2016-08-25,0.28,0.33,0.78,1.16,1.58,1.91,2.27,2.74,3.43
2016-09-01,0.27,0.33,0.78,1.18,1.57,1.9,2.23,2.77,3.46
2016-09-08,0.26,0.35,0.78,1.19,1.61,1.98,2.32,2.76,3.44
2016-09-15,0.2,0.29,0.74,1.2,1.71,2.13,2.48,2.77,3.5
2016-09-22,0.1,0.18,0.79,1.18,1.63,2.02,2.34,2.76,3.48
2016-09-29,0.12,0.26,0.73,1.12,1.56,1.95,2.28,2.72,3.42
2016-10-06,0.26,0.33,0.86,1.28,1.75,2.14,2.46,2.72,3.42
2016-10-13,0.26,0.3,0.85,1.27,1.75,2.15,2.48,2.76,3.47
2016-10-20,0.25,0.35,0.84,1.26,1.76,2.17,2.5,2.79,3.52
2016-10-27,0.19,0.3,0.87,1.33,1.85,2.26,2.6,2.78,3.47
2016-11-03,0.24,0.38,0.81,1.26,1.82,2.25,2.6,2.84,3.54
2016-11-10,0.3,0.48,0.92,1.56,2.15,2.58,2.94,2.88,3.57
2016-11-17,0.3,0.44,1.04,1.73,2.29,2.69,3.01,3.14,3.94
2016-11-23,0.35,0.51,1.12,1.83,2.36,2.71,3.02,3.25,4.03
2016-12-01,0.32,0.48,1.14,1.9,2.45,2.82,3.1,3.34,4.08
2016-12-08,0.39,0.51,1.12,1.83,2.4,2.81,3.1,3.36,4.13
2016-12-15,0.48,0.51,1.29,2.1,2.6,2.89,3.16,3.37,4.16
2016-12-22,0.42,0.51,1.22,2.04,2.55,2.86,3.12,3.52,4.3
2016-12-29,0.39,0.47,1.22,1.96,2.49,2.82,3.08,3.55,4.32
2017-01-05,0.51,0.52,1.17,1.86,2.37,2.69,2.96,3.44,4.2
2017-01-12,0.52,0.52,1.18,1.87,2.36,2.68,3.01,3.37,4.12
2017-01-19,0.47,0.52,1.25,1.97,2.47,2.77,3.04,3.34,4.09
2017-01-26,0.49,0.51,1.21,1.95,2.51,2.82,3.08,3.4,4.19
2017-02-02,0.5,0.52,1.21,1.92,2.48,2.8,3.09,3.41,4.19
2017-02-09,0.51,0.54,1.2,1.88,2.4,2.74,3.02,3.39,4.17
2017-02-16,0.51,0.53,1.22,1.95,2.45,2.8,3.05,3.35,4.15
2017-02-23,0.39,0.51,1.18,1.87,2.38,2.75,3.02,3.37,4.16
2017-03-02,0.52,0.67,1.32,2.03,2.49,2.84,3.09,3.32,4.1
2017-03-09,0.5,0.73,1.37,2.13,2.6,2.94,3.19,3.42,4.21
2017-03-16,0.68,0.73,1.35,2.05,2.53,2.89,3.14,3.5,4.3
2017-03-23,0.73,0.76,1.26,1.95,2.41,2.76,3.02,3.44,4.23
2017-03-30,0.75,0.78,1.28,1.96,2.42,2.78,3.03,3.39,4.14
2017-04-06,0.78,0.79,1.24,1.87,2.34,2.72,2.99,3.36,4.1
2017-04-13,0.76,0.81,1.21,1.77,2.24,2.62,2.89,3.34,4.08
2017-04-20,0.73,0.79,1.21,1.78,2.24,2.61,2.89,3.23,3.97
2017-04-27,0.7,0.81,1.25,1.81,2.3,2.68,2.96,3.27,4.03
2017-05-04,0.71,0.86,1.32,1.88,2.36,2.73,3.0,3.27,4.02
2017-05-11,0.68,0.89,1.35,1.93,2.39,2.78,3.03,3.29,4.05
2017-05-18,0.73,0.93,1.27,1.78,2.23,2.64,2.9,3.27,4.02
2017-05-25,0.72,0.94,1.3,1.78,2.25,2.65,2.92,3.19,3.95
2017-06-01,0.82,0.98,1.28,1.76,2.21,2.6,2.87,3.19,3.94
2017-06-08,0.8,1.01,1.33,1.75,2.19,2.57,2.85,3.16,3.89
2017-06-15,0.86,1.02,1.35,1.76,2.16,2.52,2.78,3.18,3.91
2017-06-22,0.8,0.96,1.34,1.76,2.15,2.47,2.72,3.17,3.9
2017-06-29,0.88,1.04,1.38,1.85,2.27,2.59,2.82,3.17,3.88
2017-07-06,0.95,1.04,1.4,1.94,2.37,2.68,2.9,3.22,3.96
2017-07-13,0.95,1.05,1.37,1.89,2.35,2.69,2.92,3.29,4.03
2017-07-20,1.0,1.15,1.37,1.82,2.27,2.6,2.83,3.23,3.96
2017-07-27,1.01,1.11,1.36,1.84,2.32,2.68,2.93,3.2,3.92
2017-08-03,1.0,1.08,1.34,1.79,2.24,2.56,2.81,3.18,3.93
2017-08-10,1.02,1.05,1.33,1.78,2.2,2.55,2.79,3.18,3.9
2017-08-17,0.95,1.0,1.32,1.76,2.19,2.54,2.78,3.16,3.89
2017-08-24,0.98,1.02,1.33,1.78,2.19,2.53,2.77,3.16,3.86
2017-08-31,0.95,1.01,1.33,1.7,2.12,2.47,2.73,3.12,3.82
2017-09-07,0.98,1.05,1.27,1.63,2.05,2.4,2.66,3.08,3.78
2017-09-14,0.99,1.05,1.37,1.79,2.2,2.52,2.77,3.08,3.78
2017-09-21,0.99,1.04,1.45,1.89,2.27,2.57,2.8,3.13,3.83
2017-09-28,0.97,1.06,1.45,1.89,2.31,2.63,2.87,3.13,3.83
2017-10-05,1.02,1.07,1.49,1.94,2.35,2.65,2.89,3.15,3.85
2017-10-12,0.99,1.09,1.51,1.95,2.33,2.62,2.86,3.21,3.91
2017-10-19,0.99,1.1,1.58,1.98,2.33,2.6,2.83,3.19,3.88
2017-10-26,0.99,1.11,1.63,2.07,2.46,2.74,2.96,3.25,3.94
2017-11-02,1.02,1.17,1.61,2.0,2.35,2.61,2.83,3.27,3.94
2017-11-09,1.07,1.24,1.63,2.01,2.33,2.59,2.81,3.24,3.9
2017-11-16,1.08,1.27,1.72,2.07,2.37,2.62,2.81,3.31,3.95
2017-11-22,1.16,1.29,1.74,2.05,2.32,2.57,2.75,3.32,3.92
2017-11-30,1.14,1.27,1.78,2.14,2.42,2.65,2.83,3.3,3.9
2017-12-07,1.16,1.29,1.8,2.14,2.37,2.58,2.76,3.36,3.94
2017-12-14,1.21,1.32,1.82,2.14,2.35,2.53,2.71,3.36,3.93
2017-12-21,1.21,1.35,1.89,2.26,2.48,2.68,2.84,3.38,3.94
2017-12-28,1.19,1.39,1.91,2.23,2.43,2.6,2.75,3.44,3.99
2018-01-04,1.28,1.41,1.96,2.27,2.46,2.62,2.79,3.38,3.95
2018-01-11,1.32,1.43,1.98,2.32,2.54,2.72,2.91,3.44,3.99
2018-01-18,1.29,1.45,2.05,2.43,2.62,2.77,2.9,3.49,4.04
2018-01-25,1.23,1.42,2.08,2.41,2.63,2.76,2.89,3.62,4.15
2018-02-01,1.41,1.48,2.16,2.56,2.78,2.9,3.01,3.68,4.22
2018-02-08,1.32,1.55,2.13,2.57,2.85,3.03,3.14,3.77,4.32
2018-02-15,1.3,1.58,2.19,2.65,2.9,3.04,3.15,3.84,4.38
2018-02-22,1.34,1.63,2.25,2.66,2.92,3.09,3.21,3.85,4.4
2018-03-01,1.5,1.63,2.22,2.58,2.81,2.97,3.09,3.9,4.43
2018-03-08,1.57,1.67,2.25,2.63,2.86,3.01,3.13,3.94,4.46
2018-03-15,1.7,1.77,2.29,2.62,2.82,2.94,3.05,3.9,4.44
2018-03-22,1.67,1.72,2.29,2.63,2.83,2.94,3.06,3.91,4.45
2018-03-29,1.63,1.73,2.27,2.56,2.74,2.85,2.97,3.9,4.44
2018-04-05,1.67,1.72,2.3,2.64,2.83,2.95,3.07,3.87,4.4
2018-04-12,1.65,1.75,2.34,2.67,2.83,2.92,3.05,3.87,4.42
2018-04-19,1.67,1.82,2.44,2.77,2.92,3.01,3.11,3.94,4.47
2018-04-26,1.62,1.82,2.49,2.82,3.0,3.08,3.18,4.02,4.58
2018-05-03,1.68,1.84,2.49,2.78,2.94,3.02,3.12,4.03,4.55
2018-05-10,1.69,1.9,2.54,2.83,2.97,3.04,3.12,4.01,4.55
2018-05-17,1.7,1.92,2.57,2.94,3.11,3.19,3.25,4.08,4.61
2018-05-24,1.74,1.91,2.5,2.82,2.98,3.06,3.13,4.15,4.66
2018-05-31,1.76,1.93,2.4,2.68,2.83,2.91,3.0,4.06,4.56
2018-06-07,1.78,1.94,2.5,2.77,2.93,3.0,3.08,4.01,4.54
2018-06-14,1.81,1.94,2.59,2.81,2.94,2.99,3.05,4.07,4.62
2018-06-21,1.85,1.94,2.56,2.77,2.9,2.97,3.04,4.04,4.57
2018-06-28,1.76,1.93,2.52,2.73,2.84,2.91,2.97,4.04,4.55
2018-07-05,1.87,1.96,2.55,2.74,2.84,2.88,2.95,3.99,4.52
2018-07-12,1.89,1.98,2.6,2.75,2.85,2.89,2.95,4.02,4.53
2018-07-19,1.89,2.0,2.6,2.74,2.84,2.9,2.96,4.0,4.52
2018-07-26,1.89,1.99,2.69,2.86,2.98,3.05,3.1,4.02,4.54
2018-08-02,1.89,2.02,2.66,2.85,2.98,3.06,3.12,4.08,4.6
2018-08-09,1.91,2.06,2.64,2.8,2.93,3.01,3.08,4.05,4.59
2018-08-16,1.96,2.07,2.63,2.75,2.87,2.95,3.03,4.01,4.53
2018-08-23,1.94,2.08,2.61,2.72,2.82,2.9,2.97,3.98,4.51
2018-08-30,1.97,2.11,2.64,2.75,2.86,2.93,3.0,3.97,4.52
2018-09-06,1.98,2.13,2.64,2.76,2.88,2.98,3.06,3.99,4.54
2018-09-13,2.01,2.15,2.76,2.87,2.97,3.04,3.11,4.06,4.6
2018-09-20,2.03,2.17,2.81,2.96,3.07,3.15,3.21,4.11,4.65
2018-09-27,2.1,2.18,2.83,2.96,3.06,3.13,3.19,4.16,4.72
2018-10-04,2.16,2.22,2.87,3.05,3.19,3.29,3.35,4.15,4.71
2018-10-11,2.14,2.27,2.85,3.0,3.14,3.25,3.32,4.29,4.9
2018-10-18,2.19,2.32,2.87,3.03,3.17,3.28,3.36,4.26,4.85
2018-10-25,2.19,2.34,2.86,2.98,3.14,3.27,3.35,4.29,4.86
2018-11-01,2.21,2.32,2.84,2.96,3.14,3.29,3.38,4.23,4.83
2018-11-08,2.21,2.35,2.98,3.09,3.24,3.36,3.43,4.33,4.94
2018-11-15,2.2,2.37,2.86,2.94,3.11,3.27,3.36,4.36,4.94
2018-11-21,2.25,2.41,2.81,2.89,3.06,3.22,3.31,4.24,4.81
2018-11-29,2.31,2.37,2.81,2.85,3.03,3.21,3.33,4.25,4.81
2018-12-06,2.36,2.41,2.75,2.75,2.87,3.01,3.14,4.21,4.75
2018-12-13,2.36,2.43,2.75,2.75,2.91,3.05,3.16,4.07,4.63
2018-12-20,2.42,2.39,2.67,2.65,2.79,2.92,3.02,4.07,4.62
2018-12-27,2.43,2.41,2.56,2.6,2.77,2.92,3.05,4.01,4.55
2019-01-03,2.42,2.41,2.39,2.37,2.56,2.75,2.92,3.99,4.51
2019-01-10,2.42,2.43,2.56,2.56,2.74,2.92,3.06,3.89,4.45
2019-01-17,2.41,2.42,2.56,2.58,2.75,2.93,3.07,3.88,4.45
2019-01-24,2.38,2.37,2.56,2.55,2.72,2.89,3.04,3.88,4.45
2019-01-31,2.42,2.41,2.45,2.43,2.63,2.83,2.99,3.89,4.46
2019-02-07,2.43,2.42,2.48,2.46,2.65,2.85,3.0,3.84,4.41
2019-02-14,2.45,2.43,2.5,2.48,2.66,2.85,3.01,3.81,4.37
2019-02-21,2.43,2.45,2.53,2.51,2.69,2.89,3.05,3.78,4.35
2019-02-28,2.44,2.45,2.52,2.52,2.73,2.94,3.09,3.77,4.35
2019-03-07,2.45,2.45,2.47,2.44,2.64,2.86,3.03,3.83,4.41
2019-03-14,2.48,2.45,2.46,2.43,2.63,2.86,3.04,3.76,4.31
2019-03-21,2.51,2.49,2.41,2.34,2.54,2.78,2.96,3.71,4.28
2019-03-28,2.44,2.43,2.23,2.2,2.39,2.62,2.81,3.57,4.06
2019-04-04,2.43,2.44,2.33,2.32,2.51,2.74,2.92,3.56,4.08
2019-04-11,2.42,2.43,2.35,2.31,2.51,2.74,2.94,3.6,4.12
2019-04-18,2.44,2.42,2.38,2.38,2.57,2.78,2.96,3.62,4.17
2019-04-25,2.43,2.43,2.33,2.33,2.54,2.76,2.94,3.64,4.2
2019-05-02,2.44,2.47,2.35,2.34,2.55,2.77,2.94,3.6,4.14
2019-05-09,2.43,2.43,2.26,2.25,2.45,2.69,2.87,3.57,4.1
2019-05-16,2.4,2.4,2.2,2.18,2.4,2.65,2.84,3.53,4.07
2019-05-23,2.38,2.37,2.12,2.11,2.31,2.56,2.75,3.51,4.06
2019-05-30,2.37,2.38,2.06,2.03,2.22,2.46,2.65,3.46,3.99
2019-06-06,2.32,2.33,1.88,1.88,2.12,2.42,2.62,3.28,3.82
2019-06-13,2.24,2.19,1.83,1.84,2.1,2.39,2.61,3.26,3.82
2019-06-20,2.17,2.14,1.72,1.74,2.01,2.31,2.53,3.25,3.84
2019-06-27,2.19,2.14,1.74,1.76,2.01,2.31,2.52,3.16,3.73
2019-07-03,2.25,2.21,1.77,1.74,1.96,2.25,2.47,3.18,3.75
2019-07-11,2.17,2.17,1.85,1.88,2.13,2.42,2.65,3.22,3.75
2019-07-18,2.11,2.05,1.77,1.78,2.04,2.34,2.56,3.23,3.81
2019-07-25,2.16,2.1,1.86,1.85,2.08,2.38,2.6,3.18,3.75
2019-08-01,2.11,2.07,1.73,1.68,1.9,2.21,2.44,3.2,3.75
2019-08-08,2.09,2.02,1.62,1.54,1.72,2.02,2.25,3.05,3.6
2019-08-15,2.08,1.91,1.48,1.42,1.52,1.8,1.98,3.07,3.6
2019-08-22,2.1,2.0,1.61,1.5,1.62,1.9,2.11,3.03,3.55
2019-08-29,2.1,1.99,1.53,1.4,1.5,1.78,1.97,3.06,3.58
2019-09-05,2.05,1.97,1.55,1.43,1.57,1.86,2.06,3.0,3.49
2019-09-12,1.99,1.95,1.72,1.65,1.79,2.06,2.22,3.09,3.56
2019-09-19,2.01,1.93,1.74,1.66,1.79,2.04,2.22,3.21,3.73
2019-09-26,1.91,1.83,1.66,1.59,1.7,1.96,2.15,3.16,3.64
2019-10-03,1.78,1.7,1.39,1.34,1.54,1.85,2.04,3.14,3.65
2019-10-10,1.74,1.68,1.53,1.48,1.67,1.96,2.16,3.05,3.57
2019-10-17,1.74,1.66,1.6,1.57,1.76,2.05,2.24,3.15,3.69
2019-10-24,1.75,1.67,1.58,1.58,1.77,2.08,2.26,3.18,3.75
2019-10-31,1.59,1.54,1.52,1.51,1.69,2.0,2.17,3.19,3.78
2019-11-07,1.57,1.56,1.68,1.74,1.92,2.24,2.4,3.13,3.69
2019-11-14,1.59,1.57,1.58,1.63,1.82,2.15,2.31,3.2,3.75
2019-11-21,1.57,1.58,1.6,1.62,1.77,2.09,2.24,3.15,3.66
2019-11-27,1.65,1.62,1.63,1.63,1.77,2.06,2.19,3.15,3.68
2019-12-05,1.52,1.54,1.58,1.62,1.8,2.11,2.24,3.14,3.68
2019-12-12,1.57,1.56,1.66,1.73,1.9,2.18,2.32,3.19,3.73
2019-12-19,1.54,1.57,1.62,1.73,1.92,2.21,2.35,3.19,3.73
2019-12-26,1.59,1.58,1.64,1.72,1.9,2.19,2.33,3.19,3.74
2020-01-02,1.53,1.54,1.58,1.67,1.88,2.19,2.33,3.16,3.72
2020-01-09,1.53,1.54,1.58,1.65,1.85,2.17,2.38,3.07,3.64
2020-01-16,1.54,1.55,1.58,1.63,1.81,2.11,2.26,3.09,3.65
2020-01-23,1.55,1.55,1.51,1.55,1.74,2.03,2.18,3.04,3.6
2020-01-30,1.59,1.57,1.41,1.39,1.57,1.88,2.04,3.0,3.51
